,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ofav_gene,contrast,contrast_gene,name,description,contrast_id
247,50.63163942,20.87298406,4.822174875,4.328541499,1.50E-05,0.000965684,LOC110041679,1,1_LOC110041679,LOC110041679,"uncharacterized LOC110041679, transcript variant X1", C_EE_H_D_EE_H
498,14.38545185,20.87976382,3.074225542,6.791877673,1.11E-11,2.71E-09,LOC110057721,2,2_LOC110057721,LOC110057721,zinc finger protein 345-like, D_EE_D_D_EE_H
315,2.921313349,20.91019976,5.325438472,3.926474763,8.62E-05,0.004338846,LOC110067369,1,1_LOC110067369,LOC110067369,N-acetylated-alpha-linked acidic dipeptidase 2-like, C_EE_H_D_EE_H
592,15.96642883,20.91134328,4.286058468,4.87892161,1.07E-06,0.000106607,LOC110066243,2,2_LOC110066243,LOC110066243,"REST corepressor 3-like, transcript variant X2", D_EE_D_D_EE_H
73,29.30322637,20.91692202,3.494020843,5.98649034,2.14E-09,4.67E-07,LOC110057003,1,1_LOC110057003,LOC110057003,uncharacterized LOC110057003, C_EE_H_D_EE_H
221,7.809990283,20.91937369,4.564622737,4.582935961,4.58E-06,0.000329679,LOC110043460,1,1_LOC110043460,LOC110043460,uncharacterized LOC110043460, C_EE_H_D_EE_H
179,16.38703873,20.98590053,4.307979439,4.871402203,1.11E-06,9.84E-05,LOC110051767,1,1_LOC110051767,LOC110051767,protein PRY1-like, C_EE_H_D_EE_H
605,185.7638508,21.00973658,4.479443198,4.690256278,2.73E-06,0.000252097,LOC110060064,2,2_LOC110060064,LOC110060064,uncharacterized LOC110060064, D_EE_D_D_EE_H
560,11.78790043,21.03259576,3.768734519,5.580811187,2.39E-08,3.00E-06,LOC110063912,2,2_LOC110063912,LOC110063912,endochitinase A1-like, D_EE_D_D_EE_H
571,14.29259256,21.03514499,4.009772539,5.245969636,1.55E-07,1.79E-05,LOC110063939,2,2_LOC110063939,LOC110063939,uncharacterized LOC110063939, D_EE_D_D_EE_H
492,23.31206471,21.03687864,3.047332114,6.903375756,5.08E-12,1.37E-09,LOC110063784,2,2_LOC110063784,LOC110063784,uncharacterized LOC110063784, D_EE_D_D_EE_H
47,21.36002077,21.03904475,3.368019047,6.246711928,4.19E-10,1.42E-07,LOC110053579,1,1_LOC110053579,LOC110053579,zinc finger protein 724-like, C_EE_H_D_EE_H
173,12.66128106,21.04305147,4.258490467,4.941434442,7.75E-07,7.12E-05,LOC110040598,1,1_LOC110040598,LOC110040598,"E3 ubiquitin-protein ligase TRIM71-like, transcript variant X3", C_EE_H_D_EE_H
26,53.27857963,21.05253905,3.180820375,6.618587841,3.63E-11,2.22E-08,LOC110041920,1,1_LOC110041920,LOC110041920,"uncharacterized LOC110041920, transcript variant X2", C_EE_H_D_EE_H
313,7.104425272,21.05505722,5.34602607,3.938450157,8.20E-05,0.004163626,LOC110049075,1,1_LOC110049075,LOC110049075,probable alpha-ketoglutarate-dependent hypophosphite dioxygenase, C_EE_H_D_EE_H
536,15.11030033,21.08037615,3.496946753,6.028223374,1.66E-09,2.56E-07,LOC110064761,2,2_LOC110064761,LOC110064761,"G patch domain and KOW motifs-containing protein-like, transcript variant X2", D_EE_D_D_EE_H
532,24.32974159,21.11492994,3.471768119,6.081895225,1.19E-09,1.87E-07,LOC110050883,2,2_LOC110050883,LOC110050883,DNA/RNA-binding protein KIN17-like, D_EE_D_D_EE_H
503,24.65853774,21.11886535,3.206746528,6.58576073,4.53E-11,1.03E-08,LOC110057123,2,2_LOC110057123,LOC110057123,angiopoietin-1 receptor-like, D_EE_D_D_EE_H
844,9.897314013,21.13580641,3.160385743,6.687729957,2.27E-11,2.17E-09,LOC110041551,4,4_LOC110041551,LOC110041551,"uncharacterized LOC110041551, transcript variant X2", C_PE_H_C_EE_H
562,24.15692469,21.14435013,3.809530226,5.55038256,2.85E-08,3.51E-06,LOC110057963,2,2_LOC110057963,LOC110057963,ETS-related transcription factor Elf-4-like, D_EE_D_D_EE_H
49,30.43147634,21.15407404,3.421984505,6.181814678,6.34E-10,2.06E-07,LOC110052793,1,1_LOC110052793,LOC110052793,"uncharacterized protein C7orf72 homolog, transcript variant X2", C_EE_H_D_EE_H
550,14.50134025,21.15858984,3.703985876,5.712384049,1.11E-08,1.51E-06,LOC110041370,2,2_LOC110041370,LOC110041370,"potassium voltage-gated channel subfamily C member 4-like, transcript variant X2", D_EE_D_D_EE_H
599,19.81314115,21.16089343,4.402322985,4.806756228,1.53E-06,0.000147714,LOC110056301,2,2_LOC110056301,LOC110056301,UNC93-like protein MFSD11, D_EE_D_D_EE_H
574,8.409779626,21.17261044,4.04984539,5.228004627,1.71E-07,1.93E-05,LOC110063979,2,2_LOC110063979,LOC110063979,somatostatin receptor type 5-like, D_EE_D_D_EE_H
584,16.41155067,21.19049486,4.175286838,5.075218945,3.87E-07,4.07E-05,LOC110063159,2,2_LOC110063159,LOC110063159,"melanocortin receptor 5-like, transcript variant X2", D_EE_D_D_EE_H
559,16.16420549,21.19199845,3.78092669,5.604974703,2.08E-08,2.63E-06,LOC110062379,2,2_LOC110062379,LOC110062379,uncharacterized LOC110062379, D_EE_D_D_EE_H
556,17.94298264,21.19673274,3.767190534,5.626668615,1.84E-08,2.37E-06,LOC110050412,2,2_LOC110050412,LOC110050412,"uncharacterized LOC110050412, transcript variant X1", D_EE_D_D_EE_H
566,14.33905679,21.19683727,3.881511694,5.46097473,4.74E-08,5.66E-06,LOC110049123,2,2_LOC110049123,LOC110049123,exostosin-like 3, D_EE_D_D_EE_H
169,14.33905679,21.20711348,4.2780734,4.957164474,7.15E-07,6.73E-05,LOC110049123,1,1_LOC110049123,LOC110049123,exostosin-like 3, C_EE_H_D_EE_H
43,14.38545185,21.20948605,3.375251654,6.283823616,3.30E-10,1.22E-07,LOC110057721,1,1_LOC110057721,LOC110057721,zinc finger protein 345-like, C_EE_H_D_EE_H
522,27.27095457,21.22903926,3.410983226,6.223730182,4.85E-10,8.66E-08,LOC110059449,2,2_LOC110059449,LOC110059449,trichohyalin-like, D_EE_D_D_EE_H
241,14.66966247,21.23735769,4.832862343,4.394364288,1.11E-05,0.000729524,LOC110062846,1,1_LOC110062846,LOC110062846,"protein MAK16 homolog, transcript variant X4", C_EE_H_D_EE_H
18,34.02942205,21.2471794,3.00306966,7.075153694,1.49E-12,1.32E-09,LOC110043889,1,1_LOC110043889,LOC110043889,protein NLRC3-like, C_EE_H_D_EE_H
178,23.16028919,21.27268752,4.349769654,4.890531962,1.01E-06,8.98E-05,LOC110055386,1,1_LOC110055386,LOC110055386,uncharacterized LOC110055386, C_EE_H_D_EE_H
512,13.28545131,21.28198595,3.309523283,6.430529152,1.27E-10,2.56E-08,LOC110065708,2,2_LOC110065708,LOC110065708,"pancreatic secretory granule membrane major glycoprotein GP2-like, transcript variant X1", D_EE_D_D_EE_H
203,10.10645099,21.28278543,4.542300537,4.685463953,2.79E-06,0.000218706,LOC110067349,1,1_LOC110067349,LOC110067349,"uncharacterized LOC110067349, transcript variant X1", C_EE_H_D_EE_H
506,28.84133085,21.30981537,3.272907476,6.510973966,7.47E-11,1.63E-08,LOC110055559,2,2_LOC110055559,LOC110055559,RYamide receptor-like, D_EE_D_D_EE_H
549,13.92454557,21.31381428,3.714653813,5.737765982,9.59E-09,1.31E-06,LOC110065139,2,2_LOC110065139,LOC110065139,"substance-K receptor-like, transcript variant X2", D_EE_D_D_EE_H
537,20.1615652,21.36847751,3.56666303,5.991168028,2.08E-09,3.18E-07,LOC110058395,2,2_LOC110058395,LOC110058395,tryptophanase-like, D_EE_D_D_EE_H
527,23.91879947,21.39399815,3.48179804,6.144525875,8.02E-10,1.35E-07,LOC110048447,2,2_LOC110048447,LOC110048447,"proline dehydrogenase 1, mitochondrial-like", D_EE_D_D_EE_H
37,23.31206471,21.39543077,3.344947813,6.396342175,1.59E-10,6.83E-08,LOC110063784,1,1_LOC110063784,LOC110063784,uncharacterized LOC110063784, C_EE_H_D_EE_H
116,26.70323426,21.40712246,3.9671718,5.396066403,6.81E-08,9.33E-06,LOC110067624,1,1_LOC110067624,LOC110067624,eukaryotic translation initiation factor 2 subunit 1-like, C_EE_H_D_EE_H
182,21.55242951,21.41749073,4.4126781,4.853626356,1.21E-06,0.000105845,LOC110058814,1,1_LOC110058814,LOC110058814,uncharacterized LOC110058814, C_EE_H_D_EE_H
468,38.9276213,21.43398766,2.755180215,7.779522929,7.28E-15,3.31E-12,LOC110069312,2,2_LOC110069312,LOC110069312,"soluble guanylate cyclase gcy-33-like, transcript variant X4", D_EE_D_D_EE_H
259,10.14673643,21.45038766,5.047311689,4.249863884,2.14E-05,0.001312391,LOC110039960,1,1_LOC110039960,LOC110039960,protein DENND6A-like, C_EE_H_D_EE_H
129,10.17563034,21.46699792,4.043231951,5.309365917,1.10E-07,1.36E-05,LOC110040722,1,1_LOC110040722,LOC110040722,"beta-1,4-N-acetylgalactosaminyltransferase 3-like", C_EE_H_D_EE_H
200,10.69939259,21.47229672,4.573826011,4.69460287,2.67E-06,0.000212244,LOC110052494,1,1_LOC110052494,LOC110052494,deubiquitinating protein VCIP135-like, C_EE_H_D_EE_H
143,10.68478928,21.4730853,4.163306631,5.157699684,2.50E-07,2.82E-05,LOC110059740,1,1_LOC110059740,LOC110059740,kelch-like protein 25, C_EE_H_D_EE_H
488,21.36002077,21.48191325,3.067369927,7.00336567,2.50E-12,7.22E-10,LOC110053579,2,2_LOC110053579,LOC110053579,zinc finger protein 724-like, D_EE_D_D_EE_H
127,13.80317621,21.48201943,4.031101488,5.329069361,9.87E-08,1.24E-05,LOC110054875,1,1_LOC110054875,LOC110054875,protein piccolo-like, C_EE_H_D_EE_H
150,8.698248359,21.48317206,4.208296592,5.104956742,3.31E-07,3.51E-05,LOC110047176,1,1_LOC110047176,LOC110047176,uncharacterized LOC110047176, C_EE_H_D_EE_H
147,12.66987494,21.48681274,4.203035708,5.112212752,3.18E-07,3.44E-05,LOC110068705,1,1_LOC110068705,LOC110068705,uncharacterized LOC110068705, C_EE_H_D_EE_H
65,22.17895042,21.50784118,3.541107443,6.073761254,1.25E-09,3.04E-07,LOC110057766,1,1_LOC110057766,LOC110057766,"ephrin type-A receptor 2-like, transcript variant X2", C_EE_H_D_EE_H
508,12.01579453,21.5167532,3.320287177,6.480389212,9.15E-11,1.94E-08,LOC110065655,2,2_LOC110065655,LOC110065655,"nephrocystin-3-like, transcript variant X4", D_EE_D_D_EE_H
398,3.658129901,21.5428991,6.462294184,3.333630208,0.000857205,0.034225756,LOC110053610,1,1_LOC110053610,LOC110053610,"neuronal acetylcholine receptor subunit alpha-10-like, transcript variant X2", C_EE_H_D_EE_H
17,46.55897843,21.54489282,3.02243659,7.128319215,1.02E-12,1.00E-09,LOC110052323,1,1_LOC110052323,LOC110052323,"collagen alpha chain-like, transcript variant X1", C_EE_H_D_EE_H
513,32.32211762,21.55891175,3.360845433,6.414728727,1.41E-10,2.80E-08,LOC110069659,2,2_LOC110069659,LOC110069659,caspase-8-like, D_EE_D_D_EE_H
528,12.53832212,21.56157642,3.509813292,6.143226042,8.09E-10,1.35E-07,LOC110065909,2,2_LOC110065909,LOC110065909,"diencephalon/mesencephalon homeobox protein 1-B-like, transcript variant X1", D_EE_D_D_EE_H
540,13.80317621,21.56249435,3.660460754,5.890650331,3.85E-09,5.71E-07,LOC110054875,2,2_LOC110054875,LOC110054875,protein piccolo-like, D_EE_D_D_EE_H
539,15.53862406,21.57313837,3.647990205,5.913705125,3.34E-09,5.01E-07,LOC110066055,2,2_LOC110066055,LOC110066055,tumor necrosis factor receptor superfamily member 1A-like, D_EE_D_D_EE_H
496,29.3359796,21.57680344,3.166984671,6.81304322,9.56E-12,2.41E-09,LOC110062632,2,2_LOC110062632,LOC110062632,uncharacterized LOC110062632, D_EE_D_D_EE_H
61,12.62913837,21.58307046,3.539606582,6.097590213,1.08E-09,2.81E-07,LOC110066999,1,1_LOC110066999,LOC110066999,gamma-glutamyltranspeptidase 1-like, C_EE_H_D_EE_H
452,64.14445028,21.58703951,2.480966329,8.701061058,3.29E-18,2.75E-15,LOC110065252,2,2_LOC110065252,LOC110065252,"CAP-Gly domain-containing linker protein 1-like, transcript variant X2", D_EE_D_D_EE_H
140,16.16420549,21.60392277,4.165423251,5.186489216,2.14E-07,2.43E-05,LOC110062379,1,1_LOC110062379,LOC110062379,uncharacterized LOC110062379, C_EE_H_D_EE_H
595,14.81595733,21.60534239,4.451103177,4.853929809,1.21E-06,0.000118042,LOC110050671,2,2_LOC110050671,LOC110050671,5-hydroxytryptamine receptor 1-like, D_EE_D_D_EE_H
603,16.84589926,21.60566945,4.561649282,4.736372332,2.18E-06,0.000203384,LOC110064011,2,2_LOC110064011,LOC110064011,furin-like, D_EE_D_D_EE_H
931,6.059821893,21.6063994,3.764934792,5.738850897,9.53E-09,5.99E-07,LOC110062869,4,4_LOC110062869,LOC110062869,"uncharacterized LOC110062869, transcript variant X2", C_PE_H_C_EE_H
107,20.1615652,21.6092572,3.926133727,5.503953431,3.71E-08,5.52E-06,LOC110058395,1,1_LOC110058395,LOC110058395,tryptophanase-like, C_EE_H_D_EE_H
56,24.65853774,21.6407732,3.523361929,6.14208067,8.14E-10,2.34E-07,LOC110057123,1,1_LOC110057123,LOC110057123,angiopoietin-1 receptor-like, C_EE_H_D_EE_H
137,17.94298264,21.64106017,4.150049084,5.214651617,1.84E-07,2.14E-05,LOC110050412,1,1_LOC110050412,LOC110050412,"uncharacterized LOC110050412, transcript variant X1", C_EE_H_D_EE_H
355,5.788515713,21.66969121,5.950121668,3.641890438,0.000270643,0.012114907,LOC110050619,1,1_LOC110050619,LOC110050619,adenosine receptor A2b-like, C_EE_H_D_EE_H
359,3.926380318,21.67237597,6.011908183,3.604908011,0.000312264,0.013822227,LOC110069365,1,1_LOC110069365,LOC110069365,uncharacterized LOC110069365, C_EE_H_D_EE_H
547,21.19740694,21.67362937,3.750978604,5.778126632,7.55E-09,1.05E-06,LOC110053069,2,2_LOC110053069,LOC110053069,E3 ubiquitin-protein ligase rnf213-alpha-like, D_EE_D_D_EE_H
406,3.591607034,21.68160267,6.612631196,3.278816258,0.001042435,0.04070592,LOC110063380,1,1_LOC110063380,LOC110063380,"pleckstrin homology domain-containing family M member 2-like, transcript variant X2", C_EE_H_D_EE_H
46,31.30692371,21.7246579,3.475668299,6.250498042,4.09E-10,1.41E-07,LOC110048964,1,1_LOC110048964,LOC110048964,putative helicase MOV-10, C_EE_H_D_EE_H
184,16.76791595,21.74419031,4.482360719,4.851057661,1.23E-06,0.000106444,LOC110061052,1,1_LOC110061052,LOC110061052,cytosolic phospholipase A2-like, C_EE_H_D_EE_H
491,45.42158988,21.75653271,3.142475323,6.923374241,4.41E-12,1.21E-09,LOC110066954,2,2_LOC110066954,LOC110066954,gamma-glutamyltranspeptidase 1-like, D_EE_D_D_EE_H
499,25.62765889,21.77553344,3.221275389,6.759910536,1.38E-11,3.32E-09,LOC110060042,2,2_LOC110060042,LOC110060042,uncharacterized LOC110060042, D_EE_D_D_EE_H
80,12.71140828,21.77603467,3.696292228,5.891318469,3.83E-09,7.52E-07,LOC110058382,1,1_LOC110058382,LOC110058382,forkhead box protein J3-like, C_EE_H_D_EE_H
79,32.32211762,21.79660032,3.695937932,5.897447609,3.69E-09,7.43E-07,LOC110069659,1,1_LOC110069659,LOC110069659,caspase-8-like, C_EE_H_D_EE_H
563,23.16028919,21.80364472,3.945824009,5.525751953,3.28E-08,4.01E-06,LOC110055386,2,2_LOC110055386,LOC110055386,uncharacterized LOC110055386, D_EE_D_D_EE_H
205,8.489802959,21.80502792,4.663578026,4.675600537,2.93E-06,0.000225003,LOC110043027,1,1_LOC110043027,LOC110043027,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like, transcript variant X2", C_EE_H_D_EE_H
275,13.88804404,21.81692302,5.219817624,4.179633196,2.92E-05,0.001687218,LOC110064312,1,1_LOC110064312,LOC110064312,uncharacterized LOC110064312, C_EE_H_D_EE_H
557,17.35241842,21.8235618,3.891042833,5.608666555,2.04E-08,2.59E-06,LOC110057527,2,2_LOC110057527,LOC110057527,transient receptor potential cation channel subfamily M member 6-like, D_EE_D_D_EE_H
517,14.16437647,21.8236347,3.449710042,6.32622291,2.51E-10,4.75E-08,LOC110067391,2,2_LOC110067391,LOC110067391,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A-like", D_EE_D_D_EE_H
507,36.18975587,21.85452961,3.357632842,6.508909889,7.57E-11,1.63E-08,LOC110062895,2,2_LOC110062895,LOC110062895,uncharacterized LOC110062895, D_EE_D_D_EE_H
198,10.98662821,21.85692422,4.614317879,4.736761705,2.17E-06,0.000174288,LOC110064594,1,1_LOC110064594,LOC110064594,"uncharacterized LOC110064594, transcript variant X1", C_EE_H_D_EE_H
463,46.55897843,21.86134966,2.759641708,7.921807242,2.34E-15,1.24E-12,LOC110052323,2,2_LOC110052323,LOC110052323,"collagen alpha chain-like, transcript variant X1", D_EE_D_D_EE_H
134,11.78790043,21.86143663,4.151550381,5.265848811,1.40E-07,1.65E-05,LOC110063912,1,1_LOC110063912,LOC110063912,endochitinase A1-like, C_EE_H_D_EE_H
24,15.70760917,21.86944075,3.278783485,6.669986245,2.56E-11,1.69E-08,LOC110064912,1,1_LOC110064912,LOC110064912,protein transport protein Sec23A-like, C_EE_H_D_EE_H
171,14.29259256,21.88146952,4.420614095,4.949871002,7.43E-07,6.90E-05,LOC110063939,1,1_LOC110063939,LOC110063939,uncharacterized LOC110063939, C_EE_H_D_EE_H
545,15.08202911,21.88756205,3.780032912,5.790309914,7.03E-09,9.97E-07,LOC110064787,2,2_LOC110064787,LOC110064787,hepatocyte nuclear factor 1-beta-A-like, D_EE_D_D_EE_H
40,21.57230762,21.88764181,3.461427465,6.323299286,2.56E-10,1.02E-07,LOC110068067,1,1_LOC110068067,LOC110068067,deleted in malignant brain tumors 1 protein-like, C_EE_H_D_EE_H
380,4.422355058,21.89671514,6.338947687,3.454313905,0.000551695,0.023071006,LOC110043946,1,1_LOC110043946,LOC110043946,melanocortin receptor 4-like, C_EE_H_D_EE_H
86,13.1307331,21.90374719,3.785226419,5.786641212,7.18E-09,1.34E-06,LOC110062180,1,1_LOC110062180,LOC110062180,"uncharacterized LOC110062180, transcript variant X1", C_EE_H_D_EE_H
236,32.18545167,21.9240125,4.97293668,4.408665123,1.04E-05,0.000700347,LOC110050594,1,1_LOC110050594,LOC110050594,uncharacterized LOC110050594, C_EE_H_D_EE_H
619,6.165643096,21.94990362,5.063835598,4.334639857,1.46E-05,0.001247349,LOC110056657,2,2_LOC110056657,LOC110056657,DNA excision repair protein ERCC-6-like, D_EE_D_D_EE_H
342,6.775119134,21.95517674,5.949023745,3.690551203,0.000223769,0.0103735,LOC110057057,1,1_LOC110057057,LOC110057057,contactin-associated protein-like 3, C_EE_H_D_EE_H
511,22.51537619,21.95872232,3.409288756,6.440851418,1.19E-10,2.42E-08,LOC110047380,2,2_LOC110047380,LOC110047380,collagen alpha-2(IX) chain-like, D_EE_D_D_EE_H
193,9.247212147,21.9706427,4.614802968,4.760905906,1.93E-06,0.000157057,LOC110040899,1,1_LOC110040899,LOC110040899,uncharacterized LOC110040899, C_EE_H_D_EE_H
479,28.61278433,21.98099927,3.030538828,7.253165367,4.07E-13,1.39E-10,LOC110043387,2,2_LOC110043387,LOC110043387,uncharacterized LOC110043387, D_EE_D_D_EE_H
164,10.35047735,21.98864072,4.400341145,4.99703091,5.82E-07,5.64E-05,LOC110043607,1,1_LOC110043607,LOC110043607,"proprotein convertase subtilisin/kexin type 5-like, transcript variant X1", C_EE_H_D_EE_H
324,8.153200257,21.99418667,5.718839138,3.845918051,0.000120102,0.005897658,LOC110047970,1,1_LOC110047970,LOC110047970,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A-like", C_EE_H_D_EE_H
175,13.68212169,22.00292875,4.476755616,4.914927381,8.88E-07,8.06E-05,LOC110068832,1,1_LOC110068832,LOC110068832,kelch-like protein 5, C_EE_H_D_EE_H
577,14.41695048,22.00784355,4.255447087,5.171687744,2.32E-07,2.56E-05,LOC110048955,2,2_LOC110048955,LOC110048955,trace amine-associated receptor 8b-like, D_EE_D_D_EE_H
88,23.91879947,22.00982943,3.831005055,5.745184127,9.18E-09,1.66E-06,LOC110048447,1,1_LOC110048447,LOC110048447,"proline dehydrogenase 1, mitochondrial-like", C_EE_H_D_EE_H
485,26.45069613,22.01269782,3.077628354,7.152487332,8.52E-13,2.60E-10,LOC110044195,2,2_LOC110044195,LOC110044195,"probable serine/threonine-protein kinase drkD, transcript variant X1", D_EE_D_D_EE_H
110,16.63268319,22.02163019,4.021523316,5.475942438,4.35E-08,6.29E-06,LOC110048190,1,1_LOC110048190,LOC110048190,uncharacterized LOC110048190, C_EE_H_D_EE_H
515,26.76592727,22.03232737,3.453401844,6.379891006,1.77E-10,3.43E-08,LOC110062626,2,2_LOC110062626,LOC110062626,suppressor protein SRP40-like, D_EE_D_D_EE_H
994,7.674481659,22.06638781,4.476601316,4.929272511,8.25E-07,4.15E-05,LOC110040356,4,4_LOC110040356,LOC110040356,uncharacterized LOC110040356, C_PE_H_C_EE_H
95,16.25597994,22.07411467,3.888592004,5.676634281,1.37E-08,2.27E-06,LOC110044207,1,1_LOC110044207,LOC110044207,uncharacterized LOC110044207, C_EE_H_D_EE_H
917,9.552677104,22.07605794,3.785935254,5.831071177,5.51E-09,3.66E-07,LOC110045603,4,4_LOC110045603,LOC110045603,uncharacterized LOC110045603, C_PE_H_C_EE_H
564,9.552927323,22.10908078,4.017177096,5.503636074,3.72E-08,4.51E-06,LOC110051255,2,2_LOC110051255,LOC110051255,"uncharacterized LOC110051255, transcript variant X2", D_EE_D_D_EE_H
71,14.03851299,22.12243864,3.661350945,6.04215192,1.52E-09,3.40E-07,LOC110067916,1,1_LOC110067916,LOC110067916,peptidase M20 domain-containing protein 2-like, C_EE_H_D_EE_H
231,16.13198844,22.12692215,4.904789767,4.511288598,6.44E-06,0.000443262,LOC110055566,1,1_LOC110055566,LOC110055566,uncharacterized LOC110055566, C_EE_H_D_EE_H
209,9.019018878,22.14558006,4.743087681,4.66902186,3.03E-06,0.000230106,LOC110044004,1,1_LOC110044004,LOC110044004,"DAZ protein 1-like, transcript variant X2", C_EE_H_D_EE_H
78,27.27095457,22.14940967,3.751639766,5.903927628,3.55E-09,7.23E-07,LOC110059449,1,1_LOC110059449,LOC110059449,trichohyalin-like, C_EE_H_D_EE_H
525,20.50153069,22.1706883,3.567324512,6.214934534,5.13E-10,8.87E-08,LOC110059810,2,2_LOC110059810,LOC110059810,uncharacterized LOC110059810, D_EE_D_D_EE_H
261,15.36182138,22.19032457,5.235097554,4.238760471,2.25E-05,0.001368436,LOC110055732,1,1_LOC110055732,LOC110055732,uncharacterized LOC110055732, C_EE_H_D_EE_H
63,12.01579453,22.20955224,3.650294633,6.084317698,1.17E-09,2.95E-07,LOC110065655,1,1_LOC110065655,LOC110065655,"nephrocystin-3-like, transcript variant X4", C_EE_H_D_EE_H
69,19.75307584,22.25433612,3.68133353,6.04518334,1.49E-09,3.39E-07,LOC110065588,1,1_LOC110065588,LOC110065588,uncharacterized LOC110065588, C_EE_H_D_EE_H
54,28.17024991,22.25993487,3.620418718,6.148442102,7.82E-10,2.30E-07,LOC110069580,1,1_LOC110069580,LOC110069580,carbonic anhydrase 2-like, C_EE_H_D_EE_H
477,38.49161237,22.28083831,3.002448205,7.420890147,1.16E-13,4.20E-11,LOC110039944,2,2_LOC110039944,LOC110039944,uncharacterized LOC110039944, D_EE_D_D_EE_H
464,31.10071365,22.30114456,2.831886043,7.875014822,3.41E-15,1.75E-12,LOC110055642,2,2_LOC110055642,LOC110055642,uncharacterized LOC110055642, D_EE_D_D_EE_H
601,9.836569662,22.30189492,4.695419889,4.749712582,2.04E-06,0.000192684,LOC110053088,2,2_LOC110053088,LOC110053088,dipeptidyl peptidase 4-like, D_EE_D_D_EE_H
474,29.01677855,22.3071182,2.923770954,7.62957104,2.36E-14,9.13E-12,LOC110059474,2,2_LOC110059474,LOC110059474,carboxypeptidase B-like, D_EE_D_D_EE_H
533,26.03542902,22.32217234,3.670104584,6.082162464,1.19E-09,1.87E-07,LOC110062309,2,2_LOC110062309,LOC110062309,uncharacterized LOC110062309, D_EE_D_D_EE_H
815,8.690703965,22.32442723,3.202531744,6.970868368,3.15E-12,3.65E-10,LOC110058967,4,4_LOC110058967,LOC110058967,uncharacterized LOC110058967, C_PE_H_C_EE_H
27,26.45069613,22.33130458,3.37866546,6.609504504,3.86E-11,2.27E-08,LOC110044195,1,1_LOC110044195,LOC110044195,"probable serine/threonine-protein kinase drkD, transcript variant X1", C_EE_H_D_EE_H
514,25.67031368,22.34105976,3.496828942,6.388948425,1.67E-10,3.28E-08,LOC110050439,2,2_LOC110050439,LOC110050439,"uncharacterized LOC110050439, transcript variant X1", D_EE_D_D_EE_H
484,29.8447607,22.34353214,3.120308705,7.160679999,8.03E-13,2.50E-10,LOC110050596,2,2_LOC110050596,LOC110050596,uncharacterized LOC110050596, D_EE_D_D_EE_H
554,13.42181571,22.34717723,3.96211342,5.640216434,1.70E-08,2.23E-06,LOC110066730,2,2_LOC110066730,LOC110066730,probable proline dehydrogenase 2, D_EE_D_D_EE_H
1043,1.456009573,22.35825068,5.69265567,3.927560699,8.58E-05,0.003735986,LOC110044929,4,4_LOC110044929,LOC110044929,"uncharacterized LOC110044929, transcript variant X1", C_PE_H_C_EE_H
457,34.02942205,22.36022061,2.741987165,8.154750285,3.50E-16,2.32E-13,LOC110043889,2,2_LOC110043889,LOC110043889,protein NLRC3-like, D_EE_D_D_EE_H
325,8.766399701,22.36397964,5.821480164,3.841631167,0.000122219,0.005975964,LOC110067882,1,1_LOC110067882,LOC110067882,"TNF receptor-associated factor 4-like, transcript variant X2", C_EE_H_D_EE_H
108,16.66138526,22.36823932,4.071700399,5.49358674,3.94E-08,5.74E-06,LOC110069339,1,1_LOC110069339,LOC110069339,dickkopf-related protein 3-like, C_EE_H_D_EE_H
633,8.627035621,22.38672955,5.629615038,3.976600424,6.99E-05,0.005554499,LOC110061126,2,2_LOC110061126,LOC110061126,complement C1q subcomponent subunit C-like, D_EE_D_D_EE_H
58,26.79313831,22.39507796,3.655623791,6.126198766,9.00E-10,2.45E-07,LOC110051805,1,1_LOC110051805,LOC110051805,"leukocyte tyrosine kinase receptor-like, transcript variant X2", C_EE_H_D_EE_H
490,22.17895042,22.39821894,3.222070396,6.951498937,3.61E-12,1.01E-09,LOC110057766,2,2_LOC110057766,LOC110057766,"ephrin type-A receptor 2-like, transcript variant X2", D_EE_D_D_EE_H
483,30.43147634,22.4068888,3.11539144,7.192318922,6.37E-13,2.02E-10,LOC110052793,2,2_LOC110052793,LOC110052793,"uncharacterized protein C7orf72 homolog, transcript variant X2", D_EE_D_D_EE_H
33,29.3359796,22.40896572,3.478578562,6.441989256,1.18E-10,5.68E-08,LOC110062632,1,1_LOC110062632,LOC110062632,uncharacterized LOC110062632, C_EE_H_D_EE_H
523,26.70323426,22.41765731,3.602919253,6.222081522,4.91E-10,8.66E-08,LOC110067624,2,2_LOC110067624,LOC110067624,eukaryotic translation initiation factor 2 subunit 1-like, D_EE_D_D_EE_H
548,21.36606775,22.43721144,3.891381091,5.765873584,8.12E-09,1.12E-06,LOC110049853,2,2_LOC110049853,LOC110049853,laccase-4-like, D_EE_D_D_EE_H
229,12.85238276,22.4395641,4.957531507,4.526358345,6.00E-06,0.000416419,LOC110063037,1,1_LOC110063037,LOC110063037,"uncharacterized LOC110063037, transcript variant X1", C_EE_H_D_EE_H
